text,label,repo,file,issue_type,notes
"Analyze this secure_implementation: import org.apache.commons.lang3.StringUtils;
import org.junit.jupiter.api.DisplayName;
import org.junit.jupiter.api.Test;
import org.junit.jupiter.params.ParameterizedTest;
import org.junit.jupiter.params.provider.Arguments;
import org.junit.jupiter.params.provider.MethodSource;
import org.owasp.webgoat.lessons.hijacksession.cas.Authentication.AuthenticationBuilder;",SAFE_CODE,WebGoat,HijackSessionAuthenticationProviderTest.java,secure_implementation,secure coding pattern — VULNERABLE_LOGIC repo
"Analyze this secure_implementation: HijackSessionAuthenticationProvider provider = new HijackSessionAuthenticationProvider();

  @ParameterizedTest
  @DisplayName(""Provider authentication test"")
  @MethodSource(""authenticationForCookieValues"")
  void testProviderAuthenticationGeneratesCookie(Authentication authentication) {",SAFE_CODE,WebGoat,HijackSessionAuthenticationProviderTest.java,secure_implementation,secure coding pattern — VULNERABLE_LOGIC repo
"Analyze this secure_implementation: Map<String, Object> params = new HashMap<>();
    params.clear();
    params.put(""field1"", ""getConnection"");
    params.put(""field2"", ""PreparedStatement prep"");
    params.put(""field3"", ""prepareStatement"");
    params.put(""field4"", ""?"");
    params.put(""field5"", ""?"");",SAFE_CODE,WebGoat,SqlInjectionMitigationIntegrationTest.java,secure_implementation,secure coding pattern — VULNERABLE_LOGIC repo
"Analyze this secure_implementation: ""editor"",
        ""try {\r\n""
            + ""    Connection conn = DriverManager.getConnection(DBURL,DBUSER,DBPW);\r\n""
            + ""    PreparedStatement prep = conn.prepareStatement(\""select id from users where name""
            + "" = ?\"");\r\n""
            + ""    prep.setString(1,\""me\"");\r\n""
            + ""    prep.execute();\r\n""",SAFE_CODE,WebGoat,SqlInjectionMitigationIntegrationTest.java,secure_implementation,secure coding pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: /*! nanoScrollerJS - v0.7.6 - (c) 2014 James Florentino; Licensed MIT */

!function(a,b,c){""use strict"";var d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,A,B,C,D,E,F;x={paneClass:""nano-pane"",sliderClass:""nano-slider"",contentClass:""nano-content"",iOSNativeScrolling:!1,preventPageScrolling:!1,disableResize:!1,alwaysVisible:!1,flashDelay:1500,sliderMinHeight:20,sliderMaxHeight:null,documentContext:nul",VULNERABLE_LOGIC,WebGoat,jquery.nanoscroller.min.js,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: /*! jQuery v1.10.2 | (c) 2005, 2013 jQuery Foundation, Inc. | jquery.org/license
//@ sourceMappingURL=jquery-1.10.2.min.map
*/
(function(e,t){var n,r,i=typeof t,o=e.location,a=e.document,s=a.documentElement,l=e.jQuery,u=e.$,c={},p=[],f=""1.10.2"",d=p.concat,h=p.push,g=p.slice,m=p.indexOf,y=c.toString,v=c.hasOwnProperty,b=f.trim,x=function(e,t){return new x.fn.init(e,t,r)},w=/[+-]?(?:\d*\.|)\d+(?:[eE",VULNERABLE_LOGIC,WebGoat,jquery-1.10.2.min.js,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this secure_implementation: },

        loadData: function(options) {
            this.urlRoot = _.escape(encodeURIComponent(options.name)) + '.lesson'
            var self = this;
            this.fetch().done(function(data) {
                self.setContent(data);",SAFE_CODE,WebGoat,LessonContentModel.js,secure_implementation,secure coding pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: dvwaDatabaseConnect();

if( isset( $_POST[ 'Login' ] ) ) {
	// Anti-CSRF
	if (array_key_exists (""session_token"", $_SESSION)) {
		$session_token = $_SESSION[ 'session_token' ];",VULNERABLE_LOGIC,DVWA,login.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $session_token = """";
	}

	checkToken( $_REQUEST[ 'user_token' ], $session_token, 'login.php' );

	$user = $_POST[ 'username' ];
	$user = stripslashes( $user );",VULNERABLE_LOGIC,DVWA,login.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: checkToken( $_REQUEST[ 'user_token' ], $session_token, 'login.php' );

	$user = $_POST[ 'username' ];
	$user = stripslashes( $user );
	$user = ((isset($GLOBALS[""___mysqli_ston""]) && is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_real_escape_string($GLOBALS[""___mysqli_ston""],  $user ) : ((trigger_error(""[MySQLConverterToo] Fix the mysql_escape_string() call! This code does not work."", E_USER_ERROR",VULNERABLE_LOGIC,DVWA,login.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $user = stripslashes( $user );
	$user = ((isset($GLOBALS[""___mysqli_ston""]) && is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_real_escape_string($GLOBALS[""___mysqli_ston""],  $user ) : ((trigger_error(""[MySQLConverterToo] Fix the mysql_escape_string() call! This code does not work."", E_USER_ERROR)) ? """" : """"));

	$pass = $_POST[ 'password' ];
	$pass = stripslashes( $pass );
	$pass = ((isset($GLOBA",VULNERABLE_LOGIC,DVWA,login.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $pass = $_POST[ 'password' ];
	$pass = stripslashes( $pass );
	$pass = ((isset($GLOBALS[""___mysqli_ston""]) && is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_real_escape_string($GLOBALS[""___mysqli_ston""],  $pass ) : ((trigger_error(""[MySQLConverterToo] Fix the mysql_escape_string() call! This code does not work."", E_USER_ERROR)) ? """" : """"));
	$pass = md5( $pass );

	$query = (""SELECT table_schema,",VULNERABLE_LOGIC,DVWA,login.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: FROM information_schema.tables
				WHERE table_schema='{$_DVWA['db_database']}' AND table_name='users'
				LIMIT 1"");
	$result = @mysqli_query($GLOBALS[""___mysqli_ston""],  $query );
	if( mysqli_num_rows( $result ) != 1 ) {
		dvwaMessagePush( ""First time using DVWA.<br />Need to run 'setup.php'."" );
		dvwaRedirect( DVWA_WEB_PAGE_TO_ROOT . 'setup.php' );",VULNERABLE_LOGIC,DVWA,login.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: }

	$query  = ""SELECT * FROM `users` WHERE user='$user' AND password='$pass';"";
	$result = @mysqli_query($GLOBALS[""___mysqli_ston""],  $query ) or die( '<pre>' . ((is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_error($GLOBALS[""___mysqli_ston""]) : (($___mysqli_res = mysqli_connect_error()) ? $___mysqli_res : false)) . '.<br />Try <a href=""setup.php"">installing again</a>.</pre>' );
	if( $result && m",VULNERABLE_LOGIC,DVWA,login.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: 'copying'        => array( 'type' => 'markdown', 'legend' => 'Copying', 'file' => 'COPYING.txt' ),
);

$selectedDocId = isset( $_GET[ 'doc' ] ) ? $_GET[ 'doc' ] : '';
if( !array_key_exists( $selectedDocId, $docs ) ) {
	$selectedDocId = 'readme';
}",VULNERABLE_LOGIC,DVWA,instructions.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $page[ 'title' ]   = 'Setup' . $page[ 'title_separator' ].$page[ 'title' ];
$page[ 'page_id' ] = 'setup';

if( isset( $_POST[ 'create_db' ] ) ) {
	// Anti-CSRF
	if (array_key_exists (""session_token"", $_SESSION)) {
		$session_token = $_SESSION[ 'session_token' ];",VULNERABLE_LOGIC,DVWA,setup.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $session_token = """";
	}

	checkToken( $_REQUEST[ 'user_token' ], $session_token, 'setup.php' );

	if( $DBMS == 'MySQL' ) {
		include_once DVWA_WEB_PAGE_TO_ROOT . 'dvwa/includes/DBMS/MySQL.php';",VULNERABLE_LOGIC,DVWA,setup.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $page[ 'page_id' ] = 'security';

$securityHtml = '';
if( isset( $_POST['seclev_submit'] ) ) {
	// Anti-CSRF
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'security.php' );",VULNERABLE_LOGIC,DVWA,security.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $securityHtml = '';
if( isset( $_POST['seclev_submit'] ) ) {
	// Anti-CSRF
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'security.php' );

	$securityLevel = '';
	switch( $_POST[ 'security' ] ) {",VULNERABLE_LOGIC,DVWA,security.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'security.php' );

	$securityLevel = '';
	switch( $_POST[ 'security' ] ) {
		case 'low':
			$securityLevel = 'low';
			break;",VULNERABLE_LOGIC,DVWA,security.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: day = new Date();
	id = day.getTime();
	window.open(URL, '"" + id + ""', 'toolbar=0,scrollbars=1,location=0,statusbar=0,menubar=0,resizable=1,width=800,height=300,left=540,top=250');
	//eval(""page"" + id + "" = window.open(URL, '"" + id + ""', 'toolbar=0,scrollbars=1,location=0,statusbar=0,menubar=0,resizable=1,width=800,height=300,left=540,top=250');"");
}

/* Form validation */",VULNERABLE_LOGIC,DVWA,dvwaPage.js,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Create database
$drop_db = ""DROP DATABASE IF EXISTS {$_DVWA[ 'db_database' ]};"";
if( !@mysqli_query($GLOBALS[""___mysqli_ston""],  $drop_db ) ) {
	dvwaMessagePush( ""Could not drop existing database<br />SQL: "" . ((is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_error($GLOBALS[""___mysqli_ston""]) : (($___mysqli_res = mysqli_connect_error()) ? $___mysqli_res : false)) );
	dvwaPageReload();
}",VULNERABLE_LOGIC,DVWA,MySQL.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: }

$create_db = ""CREATE DATABASE {$_DVWA[ 'db_database' ]};"";
if( !@mysqli_query($GLOBALS[""___mysqli_ston""],  $create_db ) ) {
	dvwaMessagePush( ""Could not create database<br />SQL: "" . ((is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_error($GLOBALS[""___mysqli_ston""]) : (($___mysqli_res = mysqli_connect_error()) ? $___mysqli_res : false)) );
	dvwaPageReload();
}",VULNERABLE_LOGIC,DVWA,MySQL.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Create table 'users'
if( !@((bool)mysqli_query($GLOBALS[""___mysqli_ston""], ""USE "" . $_DVWA[ 'db_database' ])) ) {
	dvwaMessagePush( 'Could not connect to database.' );
	dvwaPageReload();
}",VULNERABLE_LOGIC,DVWA,MySQL.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: }

$create_tb = ""CREATE TABLE users (user_id int(6),first_name varchar(15),last_name varchar(15), user varchar(15), password varchar(32),avatar varchar(70), last_login TIMESTAMP, failed_login INT(3), PRIMARY KEY (user_id));"";
if( !mysqli_query($GLOBALS[""___mysqli_ston""],",VULNERABLE_LOGIC,DVWA,MySQL.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $baseUrl = substr( $baseUrl, 0, $stripPos ).'dvwa/hackable/users/';

$insert = ""INSERT INTO users VALUES
	('1','admin','admin','admin',MD5('password'),'{$baseUrl}admin.jpg'),
	('2','Gordon','Brown'",VULNERABLE_LOGIC,DVWA,PGSQL.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if (array_key_exists (""id"", $_GET) &&
	array_key_exists (""security"", $_GET) &&
	array_key_exists (""locale"", $_GET)) {
	$id       = $_GET[ 'id' ];
	$security = $_GET[ 'security' ];
	$locale = $_GET[ 'locale' ];",VULNERABLE_LOGIC,DVWA,view_help.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: array_key_exists (""security"", $_GET) &&
	array_key_exists (""locale"", $_GET)) {
	$id       = $_GET[ 'id' ];
	$security = $_GET[ 'security' ];
	$locale = $_GET[ 'locale' ];

	ob_start();",VULNERABLE_LOGIC,DVWA,view_help.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: array_key_exists (""locale"", $_GET)) {
	$id       = $_GET[ 'id' ];
	$security = $_GET[ 'security' ];
	$locale = $_GET[ 'locale' ];

	ob_start();
	if ($locale == 'en') {",VULNERABLE_LOGIC,DVWA,view_help.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: ob_start();
	if ($locale == 'en') {
		eval( '?>' . file_get_contents( DVWA_WEB_PAGE_TO_ROOT . ""vulnerabilities/{$id}/help/help.php"" ) . '<?php ' );
	} else {
		eval( '?>' . file_get_contents( DVWA_WEB_PAGE_TO_ROOT . ""vulnerabilities/{$id}/help/help.{$locale}.php"" ) . '<?php ' );
	}",VULNERABLE_LOGIC,DVWA,view_help.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if ($locale == 'en') {
		eval( '?>' . file_get_contents( DVWA_WEB_PAGE_TO_ROOT . ""vulnerabilities/{$id}/help/help.php"" ) . '<?php ' );
	} else {
		eval( '?>' . file_get_contents( DVWA_WEB_PAGE_TO_ROOT . ""vulnerabilities/{$id}/help/help.{$locale}.php"" ) . '<?php ' );
	}
	$help = ob_get_contents();
	ob_end_clean();",VULNERABLE_LOGIC,DVWA,view_help.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $page['title'] = 'Source' . $page['title_separator'] . $page['title'];

if (array_key_exists(""id"", $_GET)) {
	$id = $_GET['id'];

	$lowsrc = @file_get_contents(""./{$id}/source/low.php"");
	$lowsrc = str_replace(array('$html .='), array('echo'), $lowsrc);",VULNERABLE_LOGIC,DVWA,view_source_all.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $page[ 'title' ] .= 'Source' . $page[ 'title_separator' ].$page[ 'title' ];

if (array_key_exists (""id"", $_GET) && array_key_exists (""security"", $_GET)) {
	$id       = $_GET[ 'id' ];
	$security = $_GET[ 'security' ];",VULNERABLE_LOGIC,DVWA,view_source.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if (array_key_exists (""id"", $_GET) && array_key_exists (""security"", $_GET)) {
	$id       = $_GET[ 'id' ];
	$security = $_GET[ 'security' ];


	switch ($id) {",VULNERABLE_LOGIC,DVWA,view_source.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if (array_key_exists (""btnClear"", $_POST)) {
	$query  = ""TRUNCATE guestbook;"";
	$result = mysqli_query($GLOBALS[""___mysqli_ston""],  $query ) or die( '<pre>' . ((is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_error($GLOBALS[""___mysqli_ston""]) : (($___mysqli_res = mysqli_connect_error()) ? $___mysqli_res : false)) . '</pre>' );
}

$vulnerabilityFile = '';",VULNERABLE_LOGIC,DVWA,index.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

if( isset( $_POST[ 'btnSign' ] ) ) {
	// Get input
	$message = trim( $_POST[ 'mtxMessage' ] );
	$name    = trim( $_POST[ 'txtName' ] );",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_POST[ 'btnSign' ] ) ) {
	// Get input
	$message = trim( $_POST[ 'mtxMessage' ] );
	$name    = trim( $_POST[ 'txtName' ] );

	// Sanitize message input",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_POST[ 'btnSign' ] ) ) {
	// Get input
	$message = trim( $_POST[ 'mtxMessage' ] );
	$name    = trim( $_POST[ 'txtName' ] );

	// Sanitize message input
	$message = strip_tags( addslashes( $message ) );",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Update database
	$query  = ""INSERT INTO guestbook ( comment, name ) VALUES ( '$message', '$name' );"";
	$result = mysqli_query($GLOBALS[""___mysqli_ston""],  $query ) or die( '<pre>' . ((is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_error($GLOBALS[""___mysqli_ston""]) : (($___mysqli_res = mysqli_connect_error()) ? $___mysqli_res : false)) . '</pre>' );

	//mysql_close();
}",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

if( isset( $_POST[ 'btnSign' ] ) ) {
	// Check Anti-CSRF token
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_POST[ 'btnSign' ] ) ) {
	// Check Anti-CSRF token
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );

	// Get input
	$message = trim( $_POST[ 'mtxMessage' ] );",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );

	// Get input
	$message = trim( $_POST[ 'mtxMessage' ] );
	$name    = trim( $_POST[ 'txtName' ] );

	// Sanitize message input",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Get input
	$message = trim( $_POST[ 'mtxMessage' ] );
	$name    = trim( $_POST[ 'txtName' ] );

	// Sanitize message input
	$message = stripslashes( $message );",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_POST[ 'btnSign' ] ) ) {
	// Get input
	$message = trim( $_POST[ 'mtxMessage' ] );
	$name    = trim( $_POST[ 'txtName' ] );

	// Sanitize message input
	$message = stripslashes( $message );",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: header (""X-XSS-Protection: 0"");

// Is there any input?
if( array_key_exists( ""name"", $_GET ) && $_GET[ 'name' ] != NULL ) {
	// Get input
	$name = str_replace( '<script>', '', $_GET[ 'name' ] );",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Is there any input?
if( array_key_exists( ""name"", $_GET ) && $_GET[ 'name' ] != NULL ) {
	// Get input
	$name = str_replace( '<script>', '', $_GET[ 'name' ] );

	// Feedback for end user
	$html .= ""<pre>Hello {$name}</pre>"";",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

// Is there any input?
if( array_key_exists( ""name"", $_GET ) && $_GET[ 'name' ] != NULL ) {
	// Check Anti-CSRF token
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Is there any input?
if( array_key_exists( ""name"", $_GET ) && $_GET[ 'name' ] != NULL ) {
	// Check Anti-CSRF token
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );

	// Get input
	$name = htmlspecialchars( $_GET[ 'name' ] );",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );

	// Get input
	$name = htmlspecialchars( $_GET[ 'name' ] );

	// Feedback for end user
	$html .= ""<pre>Hello {$name}</pre>"";",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: header (""X-XSS-Protection: 0"");

// Is there any input?
if( array_key_exists( ""name"", $_GET ) && $_GET[ 'name' ] != NULL ) {
	// Feedback for end user
	$html .= '<pre>Hello ' . $_GET[ 'name' ] . '</pre>';
}",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Is there any input?
if( array_key_exists( ""name"", $_GET ) && $_GET[ 'name' ] != NULL ) {
	// Feedback for end user
	$html .= '<pre>Hello ' . $_GET[ 'name' ] . '</pre>';
}

?>",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: header (""X-XSS-Protection: 0"");

// Is there any input?
if( array_key_exists( ""name"", $_GET ) && $_GET[ 'name' ] != NULL ) {
	// Get input
	$name = preg_replace( '/<(.*)s(.*)c(.*)r(.*)i(.*)p(.*)t/i', '', $_GET[ 'name' ] );",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Is there any input?
if( array_key_exists( ""name"", $_GET ) && $_GET[ 'name' ] != NULL ) {
	// Get input
	$name = preg_replace( '/<(.*)s(.*)c(.*)r(.*)i(.*)p(.*)t/i', '', $_GET[ 'name' ] );

	// Feedback for end user
	$html .= ""<pre>Hello {$name}</pre>"";",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

if( isset( $_GET[ 'Login' ] ) ) {
	// Sanitise username input
	$user = $_GET[ 'username' ];
	$user = ((isset($GLOBALS[""___mysqli_ston""]) && is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_real_escape_string($GLOBALS[""___mysqli_ston""],  $user ) : ((trigger_error(""[MySQLConverterToo] Fix the mysql_escape_string() call! This code does not work."", E_USER_ERROR)) ? """" : """"));",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_GET[ 'Login' ] ) ) {
	// Sanitise username input
	$user = $_GET[ 'username' ];
	$user = ((isset($GLOBALS[""___mysqli_ston""]) && is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_real_escape_string($GLOBALS[""___mysqli_ston""],  $user ) : ((trigger_error(""[MySQLConverterToo] Fix the mysql_escape_string() call! This code does not work."", E_USER_ERROR)) ? """" : """"));

	// Sanitise password inp",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
